Timestamp,Did you pass your May '23 Level II exam? ,What other designations have you obtained or are actively pursuing?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask questions on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision/review)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask question on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What is your age?,Is English your first language?,To what capacity did you utilize r/CFA?,Has your success in the CFA Level 1 helped your career so far?,How many years of professional investment-related experience do you have?,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Any feedback?
7/13/2023 10:00:18,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",57,57,,3,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Videos",No,No,3 months prior,0.5 month prior,Yes,7,Ethics,Quantitative Methods,Financial Reporting & Analysis,Portfolio Management,Do more practice questions,5,4,4,5,3,2,1,1,I want a higher salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,Prefer not to say,It has had no impact on my career so far,3-5,Below 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/13/2023 11:47:40,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",65,,65,3,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid)",No,Yes,6 months prior,1.5 months prior,No,5,Financial Reporting & Analysis,Quantitative Methods,Portfolio Management,Derivatives,"Do more practice questions, Finish the curriculum later, Write more notes, Practice spaced repetition (flashcards, coming back to topics often)",4,5,5,5,3,5,2,3,"I want to improve my professional marketability, I want to challenge myself, My employer is requiring me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,"Yes, I have leveraged it into finding a job",2-3,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/13/2023 13:17:27,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",60,,,4,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, UWorld QBank, Study Group (outside of Discord), ChatGPT, Wiley Mocks, Wiley QBank, Wiley Books",No,Yes,11 months prior,1 month prior,No,2,Ethics,Financial Reporting & Analysis,Fixed Income,Derivatives,"Do more practice questions, Spend more time on review, Spend less time on formulas, Write more notes",5,3,4,3,4,5,5,4,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",3-5,,,,,,,,,,,Below 50%,Below 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Below 50%,Above 70%,Above 70%,
7/13/2023 22:38:47,Yes,CA(Indian),"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",52,,,2,Between 200 and 250 hours,Unemployed,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books",No,Yes,2 months prior,Didn't follow explicit curriculum,Yes,2,Portfolio Management,Ethics,Derivatives,Economics,"Do more practice questions, Spend more time on review",5,2,3,3,5,2,3,4,"I want to improve my professional marketability, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,I don't know what that is,It has had no impact on my career so far,0,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Below 50%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Below 50%,,,,,,,,,,,
7/14/2023 9:24:47,No,CFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",60,,58,4,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid)",No,Yes,9 months prior,4 months prior,No,4,Ethics,Portfolio Management,Derivatives,Quantitative Methods,"Do more practice questions, Spend more time on formulas, Practice spaced repetition (flashcards, coming back to topics often)",5,4,4,4,2,5,5,4,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself",20-24,Yes,I practically lived there,"Yes, it has moderately helped",1-2,,,,,,,,,,,Below 50%,Between 70% and 50%,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Below 50%,Above 70%,Between 70% and 50%,
7/14/2023 18:34:11,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",68,,68,3,Between 450 and 500 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Mark Meldrum (paid)",No,Yes,6 months prior,2.5 months prior,Yes,5,Quantitative Methods,Derivatives,Financial Reporting & Analysis,Fixed Income,"Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,5,4,4,2,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,7-10,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/15/2023 2:06:39,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",65,,70,4,Between 350 and 400 hours,Unemployed,"CFAI Mocks, CFAI QBank, Mark Meldrum (free), ChatGPT, 300hours.com",No,No,7 months prior,0.5 month prior,Yes,5,Financial Reporting & Analysis,Derivatives,Ethics,Portfolio Management,"Finish the curriculum earlier, Spend more time on review, Choose a better prep provider",4,3,2,4,1,2,1,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,Not at all,"Yes, it has moderately helped",0-1,Above 70%,Above 70%,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/15/2023 3:20:17,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MS in Finance",74,,64,2,Between 450 and 500 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, 300hours.com",No,Yes,9 months prior,2 months prior,Yes,7,Fixed Income,Derivatives,Financial Reporting & Analysis,Economics,Spend more time on review,3,5,3,4,3,4,3,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,User - I come here to see if there is help,It has had no impact on my career so far,2-3,Between 70% and 50%,Above 70%,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,Thanks!
7/15/2023 5:22:27,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related), Post-Work Masters (Non-MBA, MS in Finance)",,72,,3,Between 300 and 350 hours,Full-Time Work,"CFAI QBank, CFAI PDF Books, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Mark Meldrum (paid), UWorld QBank, Discord Study Group",No,No,10 months prior,1.5 months prior,Yes,4,Economics,Financial Reporting & Analysis,Derivatives,Portfolio Management,"Do more practice questions, Finish the curriculum earlier, Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often)",5,3,4,4,3,3,3,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-50,Yes,Not at all,"Yes, it has moderately helped",2-3,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/15/2023 10:39:12,Yes,None,MS in Finance,70,65,75,3,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books",No,Yes,3 months prior,1.5 months prior,Yes,7,Derivatives,Fixed Income,Quantitative Methods,Economics,I do not believe I could have done anything specific to improve my score,5,5,5,3,2,3,1,2,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,User - I come here to see if there is help,It has had no impact on my career so far,3-5,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Below 50%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/16/2023 1:55:01,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",80,,,4,Between 500 and 550 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, ChatGPT",No,Yes,10 months prior,1 month prior,Yes,4,Financial Reporting & Analysis,Economics,Corporate Issuers,Portfolio Management,"Finish the curriculum earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,4,4,2,1,2,3,4,"I want to improve my professional marketability, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,3-5,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Between 70% and 50%,Above 70%,Below 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,"No feedback, but I still am flabbergasted and mildly traumatised how derivatives (a topic that I am extremely familiar with and is 25% of my job des got below 50% when on my first try it was comfortably above 70%)"
7/16/2023 12:40:03,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",64,,56,1,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books, Mark Meldrum (paid)",No,No,8 months prior,I did not finish the curriculum in time,No,2,Derivatives,Quantitative Methods,Financial Reporting & Analysis,Fixed Income,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Spend more time on formulas, Practice spaced repetition (flashcards, coming back to topics often)",4,3,4,3,4,4,,,"I want to improve my professional marketability, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,It has had no impact on my career so far,0,,,,,,,,,,,,,,,,,,,,,
7/16/2023 14:36:01,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,,75,5,Between 500 and 550 hours,Full-Time Work,Mark Meldrum (paid),Yes,Yes,12 months prior (or earlier),I did not finish the curriculum in time,No,0,Ethics,Derivatives,Quantitative Methods,Portfolio Management,I do not believe I could have done anything specific to improve my score,5,1,5,5,1,5,5,3,"I want to improve my professional marketability, My employer is encouraging me to pursue the CFA exams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,"If I see it on my front page and the topic interests me, I'll check it out","Yes, I have leveraged it into finding a job",1-2,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/16/2023 19:48:46,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",65,,,4,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books",No,No,5 months prior,0.5 month prior,Yes,2,Financial Reporting & Analysis,Derivatives,Quantitative Methods,Fixed Income,"Finish the curriculum earlier, Start preparing for the exam earlier",4,1,4,5,1,2,4,1,"I want to improve my professional marketability, I want to change careers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,Not at all,It has had no impact on my career so far,0,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/17/2023 20:47:54,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",68,,,4,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Other",No,Yes,6 months prior,1.5 months prior,No,2,Derivatives,Financial Reporting & Analysis,Fixed Income,Equity Investments,"Do more practice questions, Practice spaced repetition (flashcards, coming back to topics often)",5,3,4,2,2,5,3,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",3-5,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Above 70%,,,,,,,,,,,
7/18/2023 20:44:48,Yes,"None, I'm pursuing a master's degree in business analytics","Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",62,,60,2,Between 250 and 300 hours,Student & Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid), AnalystForum, Bloomberg Exam Prep",No,Yes,3 months prior,1 month prior,No,5,Financial Reporting & Analysis,Quantitative Methods,Alternative Investments,Derivatives,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Spend more time on formulas, Start preparing for the exam earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,3,3,5,5,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,User - I come here to see if there is help,"Yes, I have leveraged it into finding a job",1-2,Above 70%,Between 70% and 50%,Above 70%,Below 50%,,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/20/2023 0:14:53,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",82,87,,3,Between 500 and 550 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,7 months prior,0.5 month prior,Yes,6,Derivatives,Quantitative Methods,Financial Reporting & Analysis,Ethics,"Do more practice questions, Start preparing for the exam earlier",5,5,5,5,1,2,5,3,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",1-2,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/21/2023 1:08:34,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",73,75,,4,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Videos",No,No,9 months prior,2 months prior,Yes,7,Fixed Income,Derivatives,Economics,Financial Reporting & Analysis,"Do more practice questions, Start preparing for the exam earlier",5,5,3,4,2,4,4,1,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,Not at all,"Yes, it has moderately helped",2-3,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
